Year,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,PICTURE,
1996,1,1,PHI,Allen Iverson,Georgetown University,14,914,37584,24368,3394,5624,0.425,0.313,0.78,41.1,26.7,3.7,6.2,99,0.126,2.7,44.1,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/pulse/Rushmore/bio/allen_iverson.png,
1996,2,2,TOR,Marcus Camby,University of Massachusetts Amherst,17,973,28684,9262,9513,1837,0.466,0.205,0.67,29.5,9.5,9.8,1.9,81.6,0.137,2.9,35.6,http://l.yimg.com/bt/api/res/1.2/do.sISr2VbI4nQ_XDN9muQ--/YXBwaWQ9eW5ld3NfbGVnbztmaT1maWxsO2g9MjMwO3E9NzU7dz0zNDU-/http://l.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/20131125/3084.png,
1996,3,3,VAN,Shareef Abdur-Rahim,University of California,12,830,28882,15028,6239,2109,0.472,0.297,0.81,34.8,18.1,7.5,2.5,71.2,0.118,0.9,21.1,http://media-spacejam.cursecdn.com/avatars/thumbnails/4/528/384/384/p2_33_9353.png,
1996,4,4,MIL,Stephon Marbury,Georgia Institute of Technology,13,846,31891,16297,2516,6471,0.433,0.325,0.784,37.7,19.3,3,7.6,77.5,0.117,1.2,25.6,http://a1.espncdn.com/combiner/i?img=%2Fi%2Fheadshots%2Fnba%2Fplayers%2Ffull%2F3192.png,
1996,5,5,MIN,Ray Allen,University of Connecticut,18,1300,46344,24505,5272,4361,0.452,0.4,0.894,35.6,18.9,4.1,3.4,145.1,0.15,3,58.1,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/9.png&w=350&h=254,
1996,6,6,BOS,Antoine Walker,University of Kentucky,12,893,31531,15647,6891,3170,0.414,0.325,0.633,35.3,17.5,7.7,3.5,38.1,0.058,0.8,21.9,http://media-spacejam.cursecdn.com/avatars/thumbnails/3/976/384/384/p2_40_4580.png,
1996,7,7,LAC,Lorenzen Wright,University of Memphis,13,778,18535,6191,4943,622,0.459,0.069,0.645,23.8,8,6.4,0.8,30.5,0.079,-2,0,http://stats.nba.com/media/players/132x132/953.png,
1996,8,8,NJN,Kerry Kittles,Villanova University,8,507,16929,7165,1983,1295,0.439,0.378,0.78,33.4,14.1,3.9,2.6,44.8,0.127,1.9,16.9,http://advancedathletics.com/wp-content/uploads/2008/01/KerryKittles.jpg,非png
1996,9,9,DAL,Samaki Walker,University of Louisville,10,445,7612,2376,2089,252,0.462,0.111,0.63,17.1,5.3,4.7,0.6,14.2,0.089,-3,-1.8,,
1996,10,10,IND,Erick Dampier,Mississippi State University,16,987,24003,7309,7005,817,0.498,0.125,0.626,24.3,7.4,7.1,0.8,52.7,0.105,0.2,13.1,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/181.png&w=350&h=254,
1996,11,11,GSW,Todd Fuller,North Carolina State University,5,225,2500,835,674,46,0.422,0,0.668,11.1,3.7,3,0.2,2.2,0.041,-7.1,-3.2,,
1996,12,12,CLE,Vitaly Potapenko,Wright State University,11,610,11608,3995,2725,418,0.479,0.167,0.694,19,6.5,4.5,0.7,15.5,0.064,-3.5,-4.4,,
1996,13,13,CHH,Kobe Bryant,,20,1301,47422,32822,6888,6192,0.449,0.331,0.837,36.5,25.2,5.3,4.8,172.3,0.174,4,71.9,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/110.png&w=350&h=254,
1996,14,14,SAC,Peja Stojakovic,,13,804,26966,13647,3782,1408,0.45,0.401,0.895,33.5,17,4.7,1.8,82.6,0.147,1.5,23.9,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/813.png&w=350&h=254,
1996,15,15,PHO,Steve Nash,Santa Clara University,18,1217,38069,17387,3642,10335,0.49,0.428,0.904,31.3,14.3,3,8.5,129.7,0.164,1.3,31.2,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/592.png&w=350&h=254,
1996,16,16,CHH,Tony Delk,University of Kentucky,10,545,11702,4957,1351,1024,0.408,0.343,0.769,21.5,9.1,2.5,1.9,19.5,0.08,-1.3,2.1,,
1996,17,17,POR,Jermaine O'Neal,,18,1011,27364,13309,7261,1369,0.467,0.147,0.715,27.1,13.2,7.2,1.4,66,0.116,0,13.9,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/615.png&w=350&h=254,
1996,18,18,NYK,John Wallace,Syracuse University,7,381,6143,2901,1061,281,0.462,0.3,0.74,16.1,7.6,2.8,0.7,6.4,0.05,-4.5,-3.8,,
1996,19,19,NYK,Walter McCarty,University of Kentucky,10,593,10374,3056,1554,670,0.392,0.346,0.698,17.5,5.2,2.6,1.1,13.7,0.064,-1.4,1.7,http://stats.nba.com/media/players/230x185/962.png,
1996,20,20,CLE,Zydrunas Ilgauskas,,13,843,22965,10976,6191,955,0.476,0.31,0.78,27.2,13,7.3,1.1,66.3,0.139,0.3,13,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/362.png&w=350&h=254,
1996,21,21,NYK,Dontae' Jones,Mississippi State University,1,15,91,44,9,5,0.333,0.261,,6.1,2.9,0.6,0.3,-0.3,-0.175,-11.8,-0.2,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2008.png&w=350&h=254,
1996,22,22,VAN,Roy Rogers,University of Alabama,3,137,2309,652,483,57,0.483,0.5,0.532,16.9,4.8,3.5,0.4,1.7,0.035,-3.3,-0.7,,
1996,23,23,DEN,Efthimi Rentzias,,1,35,144,52,26,7,0.339,0.5,0.889,4.1,1.5,0.7,0.2,0.2,0.058,-4.7,-0.1,,
1996,24,24,LAL,Derek Fisher,University of Arkansas at Little Rock,18,1287,32719,10713,2658,3804,0.399,0.374,0.817,25.4,8.3,2.1,3,62.3,0.091,-0.9,9.3,http://l.yimg.com/bt/api/res/1.2/FvLCplJTMtKgjJldSYph_w--/YXBwaWQ9eW5ld3NfbGVnbztmaT1maWxsO2g9MjMwO3E9NzU7dz0zNDU-/http://l.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/20131125/3125.png,
1996,25,25,UTA,Martin Muursepp,,2,83,951,389,181,50,0.425,0.323,0.693,11.5,4.7,2.2,0.6,2,0.1,-1.2,0.2,,
1996,26,26,DET,Jerome Williams,Georgetown University,9,587,12755,3865,3743,474,0.502,0.038,0.645,21.7,6.6,6.4,0.8,37.9,0.143,0.8,9,,
1996,27,27,ORL,Brian Evans,Indiana University,3,102,1097,375,164,77,0.381,0.343,0.82,10.8,3.7,1.6,0.8,1.7,0.076,-2.2,-0.1,http://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13743.png&w=350&h=254,
1996,28,28,ATL,Priest Lauderdale,Central State University,2,74,525,255,143,33,0.472,0,0.554,7.1,3.4,1.9,0.4,-0.8,-0.074,-8,-0.8,http://ww1.prweb.com/prfiles/2014/07/17/12027313/gI_135232_unnamed.png,非png
1996,29,29,CHI,Travis Knight,University of Connecticut,7,371,4566,1276,1160,224,0.438,0.259,0.696,12.3,3.4,3.1,0.6,7.9,0.083,-1.3,0.8,,
1997,1,1,SAS,Tim Duncan,Wake Forest University,19,1354,46451,26185,14838,4131,0.506,0.18,0.696,34.3,19.3,11,3.1,203.7,0.21,5.5,88,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/pulse/Rushmore/bio/Tim_Duncan.png,
1997,2,2,PHI,Keith Van Horn,University of Utah,9,575,18150,9206,3909,900,0.443,0.361,0.835,31.6,16,6.8,1.6,41.7,0.11,-0.2,8.4,http://media-spacejam.cursecdn.com/avatars/thumbnails/4/600/384/384/p2_306_9423.png,
1997,3,3,BOS,Chauncey Billups,University of Colorado,17,1043,33008,15802,2992,5636,0.415,0.387,0.894,31.6,15.2,2.9,5.4,120.8,0.176,2.5,37.6,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/pulse/Rushmore/bio/Chauncey_Billups.png,
1997,4,4,VAN,Antonio Daniels,Bowling Green State University,13,872,19671,6623,1613,2934,0.444,0.311,0.793,22.6,7.6,1.8,3.4,47,0.115,-1.2,4.1,http://i.cdn.turner.com/nba/nba/.element/img/2.0/sect/statscube/players/large/troy_daniels.png,
1997,5,5,DEN,Tony Battie,Texas Tech University,14,837,17649,5082,4287,522,0.488,0.162,0.69,21.1,6.1,5.1,0.6,36.4,0.099,-1.6,1.9,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/45.png&w=350&h=254,
1997,6,6,BOS,Ron Mercer,University of Kentucky,8,432,13418,5892,1342,921,0.429,0.25,0.808,31.1,13.6,3.1,2.1,9.4,0.034,-3.3,-4.3,,
1997,7,7,NJN,Tim Thomas,Villanova University,13,824,21336,9454,3379,1272,0.437,0.369,0.758,25.9,11.5,4.1,1.5,35.2,0.079,-1,5.4,http://a.espncdn.com/combiner/i?img=/i/headshots/nhl/players/full/1207.png&w=350&h=254,
1997,8,8,GSW,Adonal Foyle,Colgate University,12,733,13060,2989,3461,344,0.477,0,0.499,17.8,4.1,4.7,0.5,18.7,0.069,-0.8,3.9,https://uproxx.files.wordpress.com/2010/07/adonal-foyle-480x270.jpg,非png
1997,9,9,TOR,Tracy McGrady,,15,938,30658,18381,5276,4161,0.435,0.338,0.746,32.7,19.6,5.6,4.4,97.3,0.152,4.6,50.6,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/532.png&w=350&h=254,
1997,10,10,MIL,Danny Fortson,University of Cincinnati,10,440,8832,3615,3184,301,0.472,0.167,0.785,20.1,8.2,7.2,0.7,22.3,0.121,-3,-2.1,,
1997,11,11,SAC,Tariq Abdul-Wahad,San Jose State University,6,236,4807,1830,776,266,0.417,0.237,0.703,20.4,7.8,3.3,1.1,3.5,0.035,-3.2,-1.5,,
1997,12,12,IND,Austin Croshere,Providence College,12,659,11480,4475,2649,627,0.407,0.34,0.861,17.4,6.8,4,1,27.6,0.115,-0.5,4.3,,
1997,13,13,CLE,Derek Anderson,University of Kentucky,11,615,17975,7357,1988,2083,0.408,0.341,0.853,29.2,12,3.2,3.4,43.9,0.117,0.9,13.3,http://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8627.png&w=350&h=254,
1997,14,14,LAC,Maurice Taylor,University of Michigan,9,534,13324,5889,2452,623,0.466,0.152,0.711,25,11,4.6,1.2,9.9,0.036,-3.8,-5.9,,
1997,15,15,DAL,Kelvin Cato,Iowa State University,10,541,10617,2960,2874,244,0.507,0.077,0.644,19.6,5.5,5.3,0.5,28.6,0.129,-0.3,4.6,,
1997,16,16,CLE,Brevin Knight,Stanford University,12,729,18176,5342,1785,4481,0.412,0.134,0.789,24.9,7.3,2.4,6.1,32.6,0.086,-1.1,4.3,http://www.famousbirthdays.com/faces/knight-brevin-image.jpg,非png
1997,17,17,ORL,Johnny Taylor,University of Tennessee at Chattanooga,3,54,866,256,120,26,0.402,0.394,0.718,16,4.7,2.2,0.5,0.1,0.007,-3.5,-0.3,,
1997,18,18,POR,Chris Anstey,,3,155,2157,813,534,127,0.413,0.138,0.755,13.9,5.2,3.4,0.8,2.8,0.062,-2.8,-0.4,,
1997,19,19,DET,Scot Pollard,University of Kansas,11,506,8372,2222,2351,220,0.494,0,0.709,16.5,4.4,4.6,0.4,26.6,0.153,0.6,5.5,http://pic.pimg.tw/andadang/1347467945-3777156228.jpg,非png
1997,20,20,MIN,Paul Grant,University of Wisconsin,2,16,111,29,18,3,0.448,,0.375,6.9,1.8,1.1,0.2,-0.1,-0.043,-7.8,-0.2,http://static.sportskeeda.com/wp-content/uploads/2012/12/paul-grant-1022171.jpg,非png
1997,21,21,NJN,Anthony Parker,Bradley University,9,494,13752,4478,1574,1129,0.444,0.404,0.794,27.8,9.1,3.2,2.3,24.5,0.085,0.6,9.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/parkean01.png,
1997,22,22,ATL,Ed Gray,University of California,2,60,809,373,73,46,0.339,0.341,0.814,13.5,6.2,1.2,0.8,0.1,0.009,-6.2,-0.9,,
1997,23,23,SEA,Bobby Jackson,University of Minnesota,12,755,16790,7344,2347,1945,0.417,0.354,0.793,22.2,9.7,3.1,2.6,31.4,0.09,-0.1,7.8,,
1997,24,24,HOU,Rodrick Rhodes,University of Southern California,3,72,1234,380,88,121,0.347,0.2,0.62,17.1,5.3,1.2,1.7,-1.6,-0.064,-6.6,-1.4,,
1997,25,25,NYK,John Thomas,University of Minnesota,5,208,2253,560,432,60,0.502,0,0.591,10.8,2.7,2.1,0.3,3.2,0.067,-3.3,-0.7,http://d2cwpp38twqe55.cloudfront.net/images-011/players/thomajo02.png,
1997,26,26,MIA,Charles Smith,University of New Mexico,5,142,1973,729,200,124,0.409,0.288,0.606,13.9,5.1,1.4,0.9,1.5,0.036,-1.7,0.2,,
1997,27,27,UTA,Jacque Vaughn,University of Kansas,12,776,12658,3463,1028,1919,0.429,0.352,0.779,16.3,4.5,1.3,2.5,15.4,0.058,-4.2,-7.1,http://d2cwpp38twqe55.cloudfront.net/images-011/players/vaughja01.png,
1997,28,28,CHI,Keith Booth,University of Maryland,2,45,449,130,97,39,0.325,0.091,0.563,10,2.9,2.2,0.9,-0.8,-0.08,-6.2,-0.5,,
1998,1,1,LAC,Michael Olowokandi,University of the Pacific,9,500,13129,4135,3414,327,0.435,,0.597,26.3,8.3,6.8,0.7,2.5,0.009,-4.5,-8.3,,
1998,2,2,VAN,Mike Bibby,University of Arizona,14,1001,33962,14698,3103,5517,0.436,0.379,0.802,33.9,14.7,3.1,5.5,73.2,0.104,0.5,21.2,,
1998,3,3,DEN,Raef LaFrentz,University of Kansas,10,563,14545,5690,3423,606,0.466,0.363,0.711,25.8,10.1,6.1,1.1,39.4,0.13,1.5,12.8,,
1998,4,4,TOR,Antawn Jamison,University of North Carolina,16,1083,37638,20042,8157,1761,0.451,0.346,0.724,34.8,18.5,7.5,1.6,87.8,0.112,-0.2,17.4,,
1998,5,5,GSW,Vince Carter,University of North Carolina,18,1225,40486,23618,5796,4327,0.439,0.374,0.799,33,19.3,4.7,3.5,116.6,0.138,3.2,53,,
1998,6,6,DAL,Robert Traylor,University of Michigan,7,438,6243,2085,1640,312,0.474,0.167,0.577,14.3,4.8,3.7,0.7,13.3,0.102,0.3,3.6,,
1998,7,7,SAC,Jason Williams,University of Florida,12,788,23188,8266,1810,4611,0.398,0.327,0.813,29.4,10.5,2.3,5.9,38.5,0.08,-0.7,7.8,,
1998,8,8,PHI,Larry Hughes,Saint Louis University,13,727,22368,10242,3039,2290,0.406,0.309,0.757,30.8,14.1,4.2,3.1,32.3,0.069,-0.3,9.7,,
1998,9,9,MIL,Dirk Nowitzki,,18,1288,45581,28520,10215,3327,0.476,0.383,0.879,35.4,22.1,7.9,2.6,194.9,0.205,3.6,64.9,,
1998,10,10,BOS,Paul Pierce,University of Kansas,18,1273,44757,25996,7348,4646,0.447,0.37,0.806,35.2,20.4,5.8,3.6,149.1,0.16,3.5,61.8,,
1998,11,11,DET,Bonzi Wells,Ball State University,10,591,15133,7147,2737,1249,0.46,0.327,0.697,25.6,12.1,4.6,2.1,29.4,0.093,0.4,9.3,,
1998,12,12,ORL,Michael Doleac,University of Utah,10,587,8789,2882,1955,343,0.439,0.125,0.791,15,4.9,3.3,0.6,12.7,0.07,-3.7,-3.8,,
1998,13,13,ORL,Keon Clark,University of Nevada Las Vegas,6,353,7971,2882,2096,322,0.5,0.053,0.645,22.6,8.2,5.9,0.9,18.2,0.11,-0.1,3.8,,
1998,14,14,HOU,Michael Dickerson,University of Arizona,5,212,7490,3257,609,553,0.432,0.402,0.784,35.3,15.4,2.9,2.6,9.6,0.061,-1.2,1.6,,
1998,15,15,ORL,Matt Harpring,Georgia Institute of Technology,11,665,17584,7645,3366,907,0.481,0.333,0.753,26.4,11.5,5.1,1.4,41.9,0.114,-0.1,8.2,,
1998,16,16,HOU,Bryce Drew,Valparaiso University,6,243,3970,1081,295,524,0.382,0.371,0.83,16.3,4.4,1.2,2.2,2.4,0.03,-4.6,-2.6,,
1998,17,17,MIN,Rasho Nesterovic,,12,811,17983,5519,4143,836,0.502,0.077,0.585,22.2,6.8,5.1,1,39.9,0.107,0.4,11,,
1998,18,18,HOU,Mirsad Turkcan,,1,17,90,33,33,5,0.368,0,0.625,5.3,1.9,1.9,0.3,0,-0.019,-6,-0.1,,
1998,19,19,MIL,Pat Garrity,University of Notre Dame,10,552,11062,4017,1457,443,0.417,0.398,0.806,20,7.3,2.6,0.8,18.7,0.081,-1.8,0.7,,
1998,20,20,ATL,Roshown McLeod,Duke University,3,113,2130,817,308,124,0.409,0.111,0.819,18.8,7.2,2.7,1.1,0.2,0.004,-5,-1.6,,
1998,21,21,CHH,Ricky Davis,University of Iowa,12,736,21927,9912,2550,2426,0.446,0.361,0.781,29.8,13.5,3.5,3.3,28,0.061,-0.8,6.5,,
1998,22,22,LAC,Brian Skinner,Baylor University,14,608,10910,2876,2841,288,0.494,0.333,0.566,17.9,4.7,4.7,0.5,15.8,0.07,-2.4,-1,,
1998,23,23,DEN,Tyronn Lue,University of Nebraska,11,554,12564,4710,943,1727,0.437,0.391,0.829,22.7,8.5,1.7,3.1,19.7,0.075,-2.8,-2.5,,
1998,24,24,SAS,Felipe Lopez,St. John's University,4,249,4145,1448,604,252,0.432,0.327,0.659,16.6,5.8,2.4,1,3.1,0.036,-2.7,-0.7,,
1998,25,25,IND,Al Harrington,,16,981,28009,13237,5482,1649,0.444,0.352,0.727,28.6,13.5,5.6,1.7,42.5,0.073,-1.2,5.5,,
1998,26,26,LAL,Sam Jacobson,University of Minnesota,3,68,752,283,80,36,0.511,0.36,0.739,11.1,4.2,1.2,0.5,1.1,0.071,-3.5,-0.3,,
1998,27,27,SEA,Vladimir Stepania,,6,270,3726,1118,1180,94,0.425,0.133,0.536,13.8,4.1,4.4,0.3,5.2,0.067,-3.9,-1.8,,
1998,28,28,CHI,Corey Benjamin,Oregon State University,4,153,2191,835,259,143,0.39,0.289,0.652,14.3,5.5,1.7,0.9,-0.9,-0.019,-5.6,-2,,
1998,29,29,UTA,Nazr Mohammed,University of Kentucky,17,1000,15872,5819,4704,375,0.486,0,0.639,15.9,5.8,4.7,0.4,34.3,0.104,-2.5,-1.9,,
1999,1,1,CHI,Elton Brand,Duke University,16,1041,34685,16757,8977,2166,0.501,0.1,0.736,33.3,16.1,8.6,2.1,109.5,0.151,3.2,45.3,,
1999,2,2,VAN,Steve Francis,University of Maryland,9,576,21632,10446,3215,3473,0.429,0.341,0.797,37.6,18.1,5.6,6,54.1,0.12,3.2,28.2,,
1999,3,3,CHH,Baron Davis,University of California Los Angeles,13,835,28592,13447,3183,6025,0.409,0.32,0.711,34.2,16.1,3.8,7.2,63.1,0.106,2.7,34.1,,
1999,4,4,LAC,Lamar Odom,University of Rhode Island,14,961,32131,12781,8059,3554,0.463,0.312,0.693,33.4,13.3,8.4,3.7,77,0.115,2.5,36.3,,
1999,5,5,TOR,Jonathan Bender,,8,262,3847,1453,582,170,0.417,0.34,0.763,14.7,5.5,2.2,0.6,3.8,0.047,-3.5,-1.5,,
1999,6,6,MIN,Wally Szczerbiak,Miami University,10,651,20052,9195,2602,1532,0.485,0.406,0.86,30.8,14.1,4,2.4,53.3,0.127,0.5,12.8,,
1999,7,7,WAS,Richard Hamilton,University of Connecticut,14,921,29559,15708,2852,3125,0.449,0.346,0.852,32.1,17.1,3.1,3.4,62.8,0.102,-0.6,10.5,,
1999,8,8,CLE,Andre Miller,University of Utah,17,1275,39959,16186,4760,8473,0.46,0.218,0.808,31.3,12.7,3.7,6.6,100.4,0.121,1.2,31.9,,
